card_seq,player_id,card_set_id,number,position,name,card_source,parse_status,throwing_hand,batting_hand,is_pitcher,card_type,speed,bunt,steal_start,steal_end,injury_rate,is_relief_only,starter_stamina,relief_stamina,batting_style_id,pitching_style_id,is_closer,unique_traits,injury_traits,biorhythm_period,biorhythm_date_ranges,batting_table,pitching_table,card_label,irc_macro_name,irc_display_name,variant,base_player_name
268,,,83,内野手,芹澤 結,hachinai6.1,ok,,,false,batter,1,1,1,1,2,false,,,,,false,,,,,"[[""HR7"", ""HR7"", ""H7/G5D"", ""H8"", ""H7""], [""HR7"", ""2H7"", ""3B"", ""G5D"", ""F9""], [""HR7"", ""2H9"", ""SS"", ""G6D"", ""K""], [""HR9"", ""H7a"", ""CF"", ""G6a"", ""K""], [""2H7a"", ""H7"", ""G1D"", ""F7a"", ""K""], [""2H9"", ""H8/PO"", ""G3D"", ""F9"", ""K""], [""2H7/H7a"", ""LF"", ""G4a"", ""PO"", ""K""], [""2H8a/H8"", ""CF"", ""G5D"", ""BB"", ""K""], [""H8a"", ""RF"", ""G5f"", ""BB"", ""K""], [""H9"", ""G4D"", ""G6D"", ""BB"", ""K""], [""H9a/F9a"", ""G5D"", ""F7"", ""BB"", ""K""], [""2B"", ""G5a"", ""F8a"", ""BB"", ""K""], [""SS"", ""G6f"", ""F8"", ""BB"", ""K""], [""G5a"", ""F8"", ""F9a"", ""BB"", ""K""], [""G6D"", ""F9a"", ""F9"", ""BB"", ""K""], [""F8"", ""PO"", ""PO"", ""BB/K"", ""K""], [""PO"", ""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,F83,,,
269,,,84,捕手,乾 ケイ,hachinai6.1,ok,,,false,batter,2,2,2,15,4,false,,,,,false,,,,,"[[""HR7"", ""HR9"", ""H8/G6D"", ""IH5"", ""IH6""], [""HR7"", ""2H9"", ""2B"", ""H9/K"", ""G1a""], [""HR9"", ""H7a"", ""SS"", ""G3D"", ""G4f""], [""2H7"", ""H8a"", ""RF"", ""G4f"", ""G5D""], [""2H8a"", ""H8"", ""G1D"", ""G5a"", ""G6a""], [""2H7/H7a"", ""H9"", ""G3f"", ""G6D"", ""F8""], [""2H8/H8H8/F8"", ""G4a"", ""F7a"", ""F9a""], [""H7"", ""LF"", ""G5D"", ""F8"", ""PO""], [""H7"", ""CF"", ""G5a"", ""F9"", ""K""], [""H8a"", ""RF"", ""G6D"", ""PO"", ""K""], [""H8"", ""G3a"", ""G6f"", ""BB"", ""K""], [""H9a"", ""G4D"", ""F7"", ""BB"", ""K""], [""H9"", ""G5f"", ""F8a"", ""BB"", ""K""], [""H8/G4a"", ""G6D"", ""F8"", ""BB"", ""K""], [""3B"", ""F7a"", ""F9a"", ""BB"", ""K""], [""SS"", ""F8"", ""F9"", ""BB"", ""K""], [""G4a"", ""F9a"", ""PO"", ""BB"", ""K""], [""G6D"", ""PO"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,F84,,,
270,,,85,外野手,今田 杏珠,hachinai6.1,ok,,,false,batter,3,1,4,13,4,false,,,,,false,,,,,"[[""HR7"", ""2H9"", ""IH6/G6D"", ""G4f"", ""H7""], [""HR8"", ""H7"", ""P"", ""F7"", ""G3f""], [""3H8"", ""H8a"", ""2B"", ""BB"", ""G4f""], [""2H7"", ""H8"", ""SS"", ""BB"", ""G4a""], [""2H9"", ""H9a"", ""G1f"", ""BB"", ""G6D""], [""H7a"", ""H9"", ""G3a"", ""BB"", ""F7a""], [""H7"", ""LF"", ""G4D"", ""BB"", ""F8""], [""H8a"", ""CF"", ""G4f"", ""BB"", ""PO""], [""H8"", ""RF"", ""G5f"", ""BB"", ""K""], [""H9a"", ""G1a"", ""G5a"", ""BB"", ""K""], [""H9"", ""G3f"", ""G6f"", ""BB"", ""K""], [""H9"", ""G4D"", ""G6a"", ""BB"", ""K""], [""2B"", ""G4a"", ""F7a"", ""BB"", ""K""], [""3B"", ""G6f"", ""F7"", ""BB"", ""K""], [""G4f"", ""F7a"", ""F8"", ""BB"", ""K""], [""G5a"", ""F8a"", ""F9a"", ""BB"", ""K""], [""G6f"", ""F9"", ""PO"", ""BB"", ""K""], [""F8a"", ""PO"", ""PO"", ""BB"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,F85,,,
271,,,86,投手,宮井 都子,hachinai6.1,ok,,,true,pitcher,1,3,1,1,5,false,7,,,,false,,,,,"[[""2H7"", ""H7"", ""P"", ""H9""], [""2H8"", ""H8"", ""1B"", ""G1D""], [""H7"", ""H9a/G4a"", ""3B"", ""G3D""], [""H8a"", ""2B"", ""G1a"", ""G4f""], [""H9"", ""LF"", ""G3D"", ""G5a""], [""H8/G4D"", ""RF"", ""G4D"", ""G6D""], [""1B"", ""G1D"", ""G5a"", ""F7""], [""SS"", ""G3a"", ""G6D"", ""F8a""], [""G3D"", ""G4f"", ""G6f"", ""F9""], [""G3f"", ""G5D"", ""F7a"", ""PO""], [""G4D"", ""G6D"", ""F8"", ""BB""], [""G6a"", ""F8a"", ""F9a"", ""BB""], [""F8"", ""F9"", ""PO"", ""BB""], [""PO"", ""PO"", ""PO"", ""BB""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP""]]","[""1"", ""1"", ""1"", ""1"", ""3*"", ""3*"", ""3"", ""3"", ""3"", ""3"", ""3"", ""4"", ""4"", ""4"", ""4"", ""4"", ""5*"", ""5"", ""5"", ""5""]",,P86,,,
272,,,87,内野手,水浦 七瀬,hachinai6.1,ok,,,false,batter,2,2,5,11,4,false,,,,,false,,,,,"[[""HR8"", ""2H7"", ""G6f/H8"", ""IH5"", ""IH6""], [""HR9"", ""2H8"", ""2B"", ""G4f"", ""G4D""], [""HR9"", ""H7a"", ""SS"", ""G5a"", ""G4a""], [""3H9"", ""H8a"", ""RF"", ""G6D"", ""G5f""], [""2H7a"", ""H8"", ""G1a"", ""F8"", ""G6f""], [""2H9"", ""H9"", ""G3f"", ""F9a"", ""F7""], [""H7a"", ""H9"", ""G4f"", ""PO"", ""F8a""], [""H7"", ""G1D/IH1"", ""G4a"", ""BB"", ""F9""], [""H7"", ""LF"", ""G5D"", ""BB"", ""PO""], [""H8a"", ""CF"", ""G6D"", ""BB"", ""PO""], [""H8"", ""RF"", ""G6a"", ""BB"", ""K""], [""H8"", ""G4D"", ""F7"", ""BB"", ""K""], [""H9a"", ""G5f"", ""F8a"", ""BB"", ""K""], [""H9"", ""G6a"", ""F8"", ""BB"", ""K""], [""H9"", ""F7a"", ""F9a"", ""BB"", ""K""], [""2B"", ""F8"", ""F9"", ""BB"", ""K""], [""3B"", ""F9"", ""PO"", ""BB"", ""K""], [""G6f"", ""PO"", ""PO"", ""BB"", ""K""], [""F9a"", ""PO"", ""PO"", ""BB"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,F87,,,
273,,,88,外野手,光田 つばめ,hachinai6.1,ok,,,false,batter,5,10,7,16,4,false,,,,,false,,,,,"[[""2H7"", ""H7"", ""IH1/G1f"", ""G1f"", ""IH6""], [""2H9"", ""H7"", ""P"", ""G4f"", ""G1a""], [""H7a"", ""H8a"", ""3B"", ""G5f"", ""G5f""], [""H7a"", ""H8"", ""SS"", ""G6a"", ""G6f""], [""H7"", ""IH5"", ""G1f"", ""F7"", ""K""], [""H8a"", ""2B"", ""G3a"", ""BB/G5a"", ""K""], [""H8"", ""LF"", ""G4D"", ""BB"", ""K""], [""H8"", ""CF"", ""G4f"", ""BB"", ""K""], [""H9"", ""G1a"", ""G5f"", ""BB"", ""K""], [""IH6"", ""G3f"", ""G5a"", ""BB"", ""K""], [""H9/G4f"", ""G4D"", ""G6D"", ""BB"", ""K""], [""3B"", ""G4f"", ""G6f"", ""BB"", ""K""], [""SS"", ""G5a"", ""G6f"", ""BB"", ""K""], [""G1f"", ""G6D"", ""G6a"", ""BB"", ""K""], [""G4a"", ""G6f"", ""F7a"", ""BB"", ""K""], [""G5D"", ""G6a"", ""F9"", ""BB"", ""K""], [""G6f"", ""F8"", ""PO"", ""BB"", ""K""], [""F8a"", ""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,F88,,,
274,,,91,外野手,草刈 レナ,hachinai6.1,ok,,,false,batter,4,1,3,16,6,false,,,,,false,,,,,"[[""HR7"", ""HR7"", ""H8"", ""H7"", ""IH5""], [""HR7"", ""2H9"", ""H7/G5D"", ""H8"", ""G6D""], [""HR8"", ""H7a"", ""2B"", ""H9"", ""F8""], [""HR9"", ""H7"", ""SS"", ""G1a"", ""PO""], [""3H8/2H8"", ""H8a"", ""RF"", ""G4f"", ""K""], [""2H7a"", ""H8"", ""G1D"", ""G5D"", ""K""], [""2H8"", ""H9"", ""G3D"", ""G6D"", ""K""], [""2H9a"", ""IH6"", ""G4a"", ""G6f"", ""K""], [""H7a"", ""LF"", ""G5f"", ""G6a"", ""K""], [""H7"", ""CF"", ""G5a"", ""F7a"", ""K""], [""H8a"", ""RF"", ""G6D"", ""F8"", ""K""], [""H8"", ""G4D"", ""G6a"", ""F9"", ""K""], [""H8"", ""G5a"", ""F7"", ""PO"", ""K""], [""H9a"", ""G6D"", ""F8a"", ""PO"", ""K""], [""H9"", ""G6f"", ""F9a"", ""BB"", ""K""], [""H9"", ""F8"", ""F9"", ""BB"", ""K""], [""2B"", ""F9a"", ""PO"", ""BB"", ""K""], [""3B"", ""PO"", ""PO"", ""BB"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,F91,,,
275,,,92,投手,鎌部 千秋,hachinai6.1,ok,,,true,pitcher,1,3,1,1,4,false,6,,,,false,,,,,"[[""2H7"", ""H7"", ""P"", ""H9""], [""2H8"", ""H8"", ""1B"", ""G1D""], [""H7"", ""H9a/G4a"", ""3B"", ""G3D""], [""H8a"", ""2B"", ""G1a"", ""G4f""], [""H9"", ""LF"", ""G3D"", ""G5a""], [""H8/G4D"", ""RF"", ""G4D"", ""G6D""], [""1B"", ""G1D"", ""G5a"", ""F7""], [""SS"", ""G3a"", ""G6D"", ""F8a""], [""G3D"", ""G4f"", ""G6f"", ""F9""], [""G3f"", ""G5D"", ""F7a"", ""PO""], [""G4D"", ""G6D"", ""F8"", ""BB""], [""G6a"", ""F8a"", ""F9a"", ""BB""], [""F8"", ""F9"", ""PO"", ""BB""], [""PO"", ""PO"", ""PO"", ""BB""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP""]]","[""1"", ""1"", ""1"", ""2*"", ""2*"", ""2"", ""2"", ""2P3"", ""3*"", ""3"", ""3"", ""3"", ""3"", ""4/3"", ""4"", ""5"", ""5"", ""5"", ""5"", ""5""]",,P92,,,
276,,,93,内野手,奈良 胡桃,hachinai6.1,ok,,,false,batter,1,1,1,1,1,false,,,,,false,,"[{""type"": ""standard"", ""days"": null, ""exemptions"": 0, ""repeating"": false}]",,,"[[""HR7"", ""2H7"", ""H8/G6a"", ""IH5"", ""IH6""], [""HR7"", ""2H8"", ""3B"", ""G1f"", ""G3D""], [""HR8"", ""H7a"", ""SS"", ""G4a"", ""G5f""], [""HR9/3H9"", ""H7"", ""LF"", ""G5D"", ""G6f""], [""2H9"", ""H8a"", ""G1D"", ""G6D"", ""G6a""], [""H7a"", ""H8"", ""G3a"", ""F8"", ""F7a""], [""H7"", ""H9"", ""G4D"", ""F9a"", ""F9""], [""H7"", ""LF"", ""G4f"", ""PO"", ""PO""], [""H8"", ""CF"", ""G5D"", ""BB"", ""K""], [""H8"", ""RF"", ""G5a"", ""BB"", ""K""], [""H9a"", ""G1a"", ""G6f"", ""BB"", ""K""], [""H9"", ""G4D"", ""G6a"", ""BB"", ""K""], [""H9"", ""G5f"", ""F7"", ""BB"", ""K""], [""H7a/F7"", ""G6a"", ""F8a"", ""BB"", ""K""], [""3B"", ""F7"", ""F9a"", ""BB"", ""K""], [""SS"", ""F8a"", ""F9"", ""BB"", ""K""], [""G5a"", ""F9"", ""PO"", ""BB"", ""K""], [""G6D"", ""PO"", ""PO"", ""BB/K"", ""K""], [""PO"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,F93,,,
277,,,94,内野手,大和田 沙智,hachinai6.1,ok,,,false,batter,4,5,6,13,4,false,,,,,false,,,,,"[[""HR9"", ""2H7"", ""PO/H7"", ""IH1"", ""IH6""], [""3H9"", ""H7"", ""P"", ""G1f"", ""G3f""], [""2H8a"", ""H8a"", ""2B"", ""G3D"", ""G4D""], [""2H8"", ""H8"", ""SS"", ""G4D"", ""G5a""], [""2H9"", ""H9a"", ""G1D"", ""G5a"", ""G6D""], [""H7a"", ""H9"", ""G1a"", ""G6a"", ""F7""], [""H7"", ""IH5"", ""G3D"", ""F7a"", ""F9a""], [""H8a"", ""2B"", ""G4D"", ""F7"", ""PO""], [""H8"", ""LF"", ""G4f"", ""F8"", ""K""], [""H8"", ""CF"", ""G4a"", ""PO"", ""K""], [""H9a"", ""G1a"", ""G5D"", ""BB"", ""K""], [""H9"", ""G3f"", ""G5f"", ""BB"", ""K""], [""H9"", ""G4D"", ""G6f"", ""BB"", ""K""], [""H9"", ""G4a"", ""G6a"", ""BB"", ""K""], [""2B"", ""G5f"", ""F7"", ""BB"", ""K""], [""SS"", ""G6D"", ""F8"", ""BB"", ""K""], [""G4a"", ""F7a"", ""F9a"", ""BB"", ""K""], [""G6D"", ""F8"", ""PO"", ""BB"", ""K""], [""K"", ""PO"", ""K"", ""BB"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,F94,,,
278,,,95,内野手,相良 吉乃,hachinai6.1,ok,,,false,batter,5,3,7,15,4,false,,,,,false,,,,,"[[""HR9"", ""H7a"", ""G5a/IH5"", ""H9"", ""IH6""], [""H8a/3H8"", ""H7"", ""2B"", ""IH5"", ""G3f""], [""2H7"", ""H8a"", ""3B"", ""G1a"", ""G4a""], [""2H8"", ""H8"", ""SS"", ""G3f"", ""G5f""], [""2H9"", ""H9a"", ""G1f"", ""G4a"", ""G6D""], [""H7a"", ""H9"", ""G3a"", ""G5D"", ""F8a""], [""H7"", ""IH4"", ""G4f"", ""G6f"", ""F9""], [""H8a"", ""SS"", ""G4a"", ""G6a"", ""PO""], [""H8"", ""LF"", ""G5f"", ""F7a"", ""K""], [""H8"", ""CF"", ""G6D"", ""F8"", ""K""], [""H9a"", ""G1f"", ""G6f"", ""F9a"", ""K""], [""H9"", ""G4D"", ""G6a"", ""F9"", ""K""], [""H9"", ""G4f"", ""F7"", ""PO"", ""K""], [""H9"", ""G5f"", ""F8a"", ""BB"", ""K""], [""1B"", ""G6a"", ""F8"", ""BB"", ""K""], [""SS"", ""F7a"", ""F9a"", ""BB"", ""K""], [""G5f"", ""F9"", ""F9"", ""BB"", ""K""], [""G6a"", ""PO"", ""PO"", ""BB"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,F95,,,
279,,,96,投手,真白 玲,hachinai6.1,ok,,,true,pitcher,1,7,1,1,2,false,4,1,,,false,,,,,"[[""HR7"", ""2H9"", ""2B"", ""H7""], [""HR9"", ""H7a"", ""3B"", ""G1f""], [""2H7"", ""H8"", ""SS"", ""G3D""], [""2H8"", ""H9a"", ""G1D"", ""G4D""], [""2H9"", ""G4a/H9"", ""G3D"", ""G5a""], [""H7"", ""1B"", ""G4f"", ""G6D""], [""H8a"", ""2B"", ""G4a"", ""F7a""], [""G6D/H8a"", ""LF"", ""G5a"", ""F8""], [""1B"", ""G1a"", ""G6D"", ""F9a""], [""SS"", ""G3f"", ""G6f"", ""PO""], [""G3a"", ""G4D"", ""F7a"", ""BB""], [""G4f"", ""G5D"", ""F8a"", ""BB""], [""G6D"", ""G6a"", ""F9"", ""BB""], [""F7"", ""F7"", ""PO"", ""BB""], [""PO"", ""PO"", ""K"", ""BB""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP""]]","[""1"", ""1"", ""2*"", ""2*"", ""2"", ""2"", ""2"", ""2"", ""3*"", ""3"", ""3"", ""4"", ""4P5"", ""5"", ""5"", ""5"", ""5"", ""5"", ""5"", ""5""]",,P96,,,
280,,,001,内野手,紫安,PM2026,ok,right,left,false,batter,4,1,4,12,7,false,,,,,false,,,,,"[[""HR8"", ""HR9"", ""K/H8"", ""G3D"", ""IH6""], [""HR9"", ""2H8"", ""2B"", ""G4D"", ""G3a""], [""HR9"", ""H7a"", ""SS"", ""G4a"", ""G4f""], [""2H7/HR7"", ""H7"", ""RF"", ""G6f"", ""G5D""], [""2H7a"", ""H8a"", ""G1D"", ""F9"", ""F7""], [""2H8"", ""H8"", ""G3f"", ""BB"", ""F8a""], [""2H9"", ""H9"", ""G4D"", ""BB"", ""PO""], [""H7a"", ""LF"", ""G4f"", ""BB"", ""K""], [""H7"", ""CF"", ""G5f"", ""BB"", ""K""], [""H8a"", ""RF"", ""G6D"", ""BB"", ""K""], [""H8"", ""G3a"", ""G6a"", ""BB"", ""K""], [""H9a"", ""G4D"", ""F7"", ""BB"", ""K""], [""H9"", ""G5a"", ""F8a"", ""BB"", ""K""], [""H9"", ""G6D"", ""F8"", ""BB"", ""K""], [""H9"", ""F7"", ""F9a"", ""BB"", ""K""], [""2B"", ""F8"", ""F9"", ""BB"", ""K""], [""SS"", ""F9a"", ""PO"", ""BB"", ""K""], [""G3f"", ""PO"", ""PO"", ""BB"", ""K""], [""F9"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,001,,,
281,,,004,内野手,つばると,PM2026,ok,right,right,false,batter,3,1,1,13,4,false,,,,,false,,,,,"[[""HR7"", ""2H7"", ""H8/PO"", ""H7"", ""H9""], [""2H7"", ""H7"", ""P"", ""H8"", ""G3f""], [""2H8a"", ""H8a"", ""2B"", ""IH5"", ""G4f""], [""2H9"", ""H8"", ""SS"", ""G1f"", ""G4a""], [""2H7a/H7a"", ""H9a"", ""G1a"", ""G3a"", ""G5a""], [""2H8/H8"", ""H9"", ""G3f"", ""G4D"", ""G6D""], [""H7a"", ""2B"", ""G4f"", ""G4a"", ""G6f""], [""H7"", ""LF"", ""G4a"", ""G5f"", ""F7""], [""H8a"", ""RF"", ""G5D"", ""G5a"", ""F8a""], [""H8"", ""G3a"", ""G5a"", ""G6f"", ""F9""], [""H9a"", ""G4f"", ""G6f"", ""G6a"", ""PO""], [""H9"", ""G4a"", ""G6a"", ""F7"", ""K""], [""H7/G5a"", ""G5f"", ""F7a"", ""F8a"", ""K""], [""1B"", ""G6D"", ""F7"", ""F8"", ""K""], [""SS"", ""G6a"", ""F8a"", ""F9a"", ""K""], [""G4f"", ""F7"", ""F8"", ""PO"", ""K""], [""G6a"", ""F8"", ""F9"", ""PO"", ""K""], [""F7a"", ""F9a"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""PO"", ""BB"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,004,,,
282,,,007,外野手,マゼラン (2),PM2026,ok,right,left,false,batter,3,1,3,13,4,false,,,,,false,,,,,"[[""HR8"", ""2H7"", ""PO/IH6"", ""H9"", ""H9""], [""HR9"", ""2H9"", ""1B"", ""G1a"", ""G3D""], [""HR9"", ""H7"", ""2B"", ""G3D"", ""G3f""], [""HR9"", ""H8a"", ""SS"", ""G3f"", ""G4D""], [""2H7a"", ""H8"", ""G1D"", ""G4D"", ""G4a""], [""2H9"", ""H9a"", ""G3D"", ""G4a"", ""G6a""], [""H7a"", ""H9"", ""G3f"", ""G6f"", ""F7""], [""H7"", ""LF"", ""G3a"", ""F7a"", ""F8a""], [""H7"", ""CF"", ""G4D"", ""F8"", ""PO""], [""H8a"", ""RF"", ""G4f"", ""F9"", ""K""], [""H8"", ""G1f"", ""G4a"", ""PO"", ""K""], [""H8"", ""G3D"", ""G5a"", ""BB"", ""K""], [""H9a"", ""G3a"", ""G6D"", ""BB"", ""K""], [""H9"", ""G4D"", ""G6f"", ""BB"", ""K""], [""H9"", ""G4f"", ""F7a"", ""BB"", ""K""], [""1B"", ""G6a"", ""F7"", ""BB"", ""K""], [""2B"", ""F7a"", ""F8"", ""BB"", ""K""], [""G4f"", ""F8"", ""F9a"", ""BB"", ""K""], [""F7"", ""PO"", ""PO"", ""K/BB"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,007,,2,マゼラン
283,,,008,外野手,れもん,PM2026,ok,,,false,batter,4,2,9,12,4,false,,,,,false,,,,,"[[""HR9"", ""2H7"", ""G5f/IH5"", ""H9"", ""IH6""], [""3H7/HR7"", ""2H9"", ""P"", ""IH4"", ""G4D""], [""2H7a"", ""H7"", ""1B"", ""G1a"", ""K""], [""2H7"", ""H8a"", ""2B"", ""G3D"", ""K""], [""2H9"", ""H8"", ""G1D"", ""G4f"", ""K""], [""H8/2H8"", ""H9a"", ""G3D"", ""G6a"", ""K""], [""H7a"", ""LF"", ""G3a"", ""F7"", ""K""], [""H7"", ""CF"", ""G4D"", ""F8a"", ""K""], [""H8"", ""RF"", ""G4f"", ""F9"", ""K""], [""H8"", ""G3f"", ""G5a"", ""PO"", ""K""], [""H9a"", ""G4D"", ""G6D"", ""BB"", ""K""], [""H9"", ""G4a"", ""F7a"", ""BB"", ""K""], [""G3a/H9"", ""G6D"", ""F7"", ""BB"", ""K""], [""3B"", ""F7a"", ""F8"", ""BB"", ""K""], [""SS"", ""F7"", ""F9a"", ""BB"", ""K""], [""G4D"", ""F8"", ""PO"", ""K/BB"", ""K""], [""F7"", ""PO"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,008,,,
284,,,009,外野手,紫安 (2),PM2026,ok,right,left,false,batter,4,2,7,13,4,false,,,,,false,,,,,"[[""HR8"", ""HR9"", ""G6D/IH6"", ""IH5"", ""H9""], [""HR9"", ""2H9"", ""1B"", ""G3a"", ""G3f""], [""HR9"", ""H7"", ""2B"", ""G4D"", ""G4f""], [""3H9/HR9"", ""H8a"", ""RF"", ""G4f"", ""G4a""], [""2H7a"", ""H8"", ""G1f"", ""G5f"", ""G6D""], [""2H7"", ""H9a"", ""G3D"", ""F7a"", ""F7""], [""2H9"", ""H9"", ""G4D"", ""F8"", ""F8a""], [""H7a"", ""LF"", ""G4a"", ""F9"", ""PO""], [""H7"", ""CF"", ""G5a"", ""PO"", ""K""], [""H8"", ""RF"", ""G6f"", ""PO"", ""K""], [""H8"", ""G3a"", ""F7a"", ""BB"", ""K""], [""H9a"", ""G4D"", ""F7"", ""BB"", ""K""], [""H9"", ""G4f"", ""F8a"", ""BB"", ""K""], [""3B"", ""G6a"", ""F8"", ""BB"", ""K""], [""SS"", ""F7"", ""F9"", ""BB"", ""K""], [""G3f"", ""F8"", ""PO"", ""BB"", ""K""], [""G4a"", ""F9a"", ""PO"", ""BB"", ""K""], [""F8a"", ""PO"", ""PO"", ""BB"", ""K""], [""PO"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,009,,2,紫安
285,,,011,投手,mori (3),PM2026,ok,right,right,true,pitcher,1,5,1,1,5,false,6,,,,false,,,,,"[[""2H7"", ""H7"", ""P"", ""H9""], [""2H8"", ""H8"", ""1B"", ""G1D""], [""H7"", ""H9a/G4a"", ""3B"", ""G3D""], [""H8a"", ""2B"", ""G1a"", ""G4f""], [""H9"", ""LF"", ""G3D"", ""G5a""], [""H8/G4D"", ""RF"", ""G4D"", ""G6D""], [""1B"", ""G1D"", ""G5a"", ""F7""], [""SS"", ""G3a"", ""G6D"", ""F8a""], [""G3D"", ""G4f"", ""G6f"", ""F9""], [""G3f"", ""G5D"", ""F7a"", ""PO""], [""G4D"", ""G6D"", ""F8"", ""BB""], [""G6a"", ""F8a"", ""F9a"", ""BB""], [""F8"", ""F9"", ""PO"", ""BB""], [""PO"", ""PO"", ""PO"", ""BB""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP""]]","[""1"", ""1"", ""1"", ""1"", ""1"", ""1P3"", ""2*"", ""2*"", ""3*"", ""3*"", ""3"", ""3"", ""3"", ""3"", ""4"", ""5"", ""5"", ""5"", ""5"", ""5""]",,011,,3,mori
